id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordedByID,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,genericcolumn1,genericcolumn2,storageLocation,observerUid,processingStatus,duplicateQuantity,recordEnteredBy,dateEntered,dateLastModified,modified,sourcePrimaryKey-dbpk,recordId,references
133458,BOL,1,,Preserved specimen,133458,147092,147092,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium stephensiae,26572,C.I.Dickinson,Codium,stephensiae,,,,,,,,,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Three sisters (middle and west),0,,-33.55361,27.04333,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,8/5/2022 13:03,,urn:uuid:6e33af28-bd15-4004-bb72-1d019963d940,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=133458
133631,BOL,1,,Preserved specimen,133631,147266,147266,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Enteromorpha flexuosa,111475,(Wulfen) J.Agardh,Enteromorpha,flexuosa,,,,,,,,,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Three Sisters (middle),0,,-33.55361,27.04333,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,8/5/2022 13:03,,urn:uuid:cfc1ade2-d315-461b-8e85-11bfdb650f67,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=133631
133851,BOL,1,,Preserved specimen,,147488,147488,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Halimedaceae,Halimeda cuneata,38032,K.Hering,Halimeda,cuneata,,,,,,,,,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Three Sisters (middle),0,,-33.55361,27.04333,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/9/2021 0:00,,urn:uuid:b8d2dd54-994e-449e-b714-fbc222dfa390,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=133851
133853,BOL,1,,Preserved specimen,,147490,147490,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Halimedaceae,Halimeda cuneata,38032,K.Hering,Halimeda,cuneata,,,,,,,,,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Three Sisters,0,,-33.55361,27.04333,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/9/2021 0:00,,urn:uuid:8108a63a-0aec-42e3-b32a-4a188c6ca9e6,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=133853
133862,BOL,1,,Preserved specimen,,147500,147500,Eubacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Lyngbya,117037,,,,,,,,,,,,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Three Sisters,0,,-33.55361,27.04333,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/9/2021 0:00,,urn:uuid:d1ab24a7-e53a-45f8-89cf-e02ad3a752ec,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=133862
133907,BOL,1,,Preserved specimen,,147546,147546,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Rhizoclonium riparium,38258,(Roth) Harv.,Rhizoclonium,riparium,,,,,,,,,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Three Sisters (middle),0,,-33.55361,27.04333,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/9/2021 0:00,,urn:uuid:f3ba2b72-71a1-43fd-8d06-b10ef30f1010,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=133907
134200,BOL,1,,Preserved specimen,,147840,147840,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,33856,,,,,,,,,,,,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Three Sisters (middle and west),0,,-33.55361,27.04333,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/11/2021 0:00,,urn:uuid:d273ad5b-903f-4a2c-91c4-f2b06c8554f1,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=134200
134201,BOL,1,,Preserved specimen,,147841,147841,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,33856,,,,,,,,,,,,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Three Sisters (middle),0,,-33.55361,27.04333,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/11/2021 0:00,,urn:uuid:5dbad393-ade9-4a7e-b1a2-b5847611cd29,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=134201
134204,BOL,1,,Preserved specimen,,147844,147844,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,33856,,,,,,,,,,,,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Three Sisters (middle),0,,-33.55361,27.04333,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/11/2021 0:00,,urn:uuid:17ed36fc-203b-464c-995d-fd9ac1e130c0,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=134204
134205,BOL,1,,Preserved specimen,,147845,147845,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,33856,,,,,,,,,,,,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Three Sisters (middle),0,,-33.55361,27.04333,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/11/2021 0:00,,urn:uuid:93182f7b-9c06-4c7b-8a2d-71eede3e1fb9,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=134205
134206,BOL,1,,Preserved specimen,,147846,147846,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,33856,,,,,,,,,,,,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Three Sisters (middle),0,,-33.55361,27.04333,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/11/2021 0:00,,urn:uuid:f17bdea1-c704-452b-affd-cb7aefd7e10f,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=134206
134207,BOL,1,,Preserved specimen,,147847,147847,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,33856,,,,,,,,,,,,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Three Sisters,0,,-33.55361,27.04333,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/11/2021 0:00,,urn:uuid:f7ffb5e2-1723-415a-a763-6a1184e44df3,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=134207
133375,BOL,1,,Preserved specimen,133375,147008,147008,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium papenfussii,26566,P.C.Silva,Codium,papenfussii,,,,,,,,,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Kleinemonde,0,,-33.55,27.04167,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,8/5/2022 13:03,,urn:uuid:a5a202e1-5a05-4abb-9e45-d7b7a20118e9,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=133375
132557,BOL,1,,Preserved specimen,132557,146169,146169,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa bartoniae,26426,G.Murray,Caulerpa,bartoniae,,,,,,,,,,"Murray, G",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Riet River,0,,-33.54167,27.04722,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,8/5/2022 13:03,,urn:uuid:485f3a43-c000-4062-a36e-38ef80378f92,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=132557
132562,BOL,1,,Preserved specimen,132562,146174,146174,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa bartoniae,26426,G.Murray,Caulerpa,bartoniae,,,,,,,,,,Unknown,,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Riet River,0,,-33.54167,27.04722,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,8/5/2022 13:03,,urn:uuid:ce21c848-2bb5-4841-9b32-0e89550aa757,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=132562
133727,BOL,1,,Preserved specimen,,147363,147363,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Enteromorpha prolifera,111480,(O.F.Mull.) J.Agardh,Enteromorpha,prolifera,,,,,,,,,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Riet River,0,,-33.54167,27.04722,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/9/2021 0:00,,urn:uuid:b9d42cd2-ca1e-4768-8135-bd23c0302c34,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=133727
133798,BOL,1,,Preserved specimen,,147435,147435,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Halimedaceae,Halimeda cuneata,38032,K.Hering,Halimeda,cuneata,,,,,,,,,,"Seagrief, S.C.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Riet River Mouth,0,,-33.54167,27.04722,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/9/2021 0:00,,urn:uuid:3ea6c7f9-ce87-4f98-ad80-00a983cc8d6f,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=133798
173922,BOL,1,,Preserved specimen,,203488,203488,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Hypodontium dregei,38054,(Hornsch.) Mull.Hal.,Hypodontium,dregei,,,,,,,,,,"Muasya, A.M.",,"Stirton, C.H.",5238,,,,,,,,,"Small crack in rockface, in full sun, S- aspect, steep slope, dry.",,,,,,,,,,0,,,,,,,South Africa,Western Cape,,,Baviaanskloof Mountians,Outspan Farm. (33,0,,-33.514528,23.711194,,,,,,,,,950,950,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/16/2021 0:00,,urn:uuid:e079f1ae-d38d-4e6d-8310-a30e033c719a,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=173922
134126,BOL,1,,Preserved specimen,,147766,147766,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva insignis,117367,(Aresch.) Papenf.,Ulva,insignis,,,,,,,,,,"Pocock, M.A.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Waterloo Bay,0,,-33.46722,27.19167,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/9/2021 0:00,,urn:uuid:a1e59557-e7e0-4b70-95c3-3b9ba9a436e4,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=134126
134128,BOL,1,,Preserved specimen,,147768,147768,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva insignis,117367,(Aresch.) Papenf.,Ulva,insignis,,,,,,,,,,"Pocock, M.A.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Waterloo Bay,0,,-33.46722,27.19167,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/9/2021 0:00,,urn:uuid:c982a49d-a94d-4629-8a7e-e4ad6a6753a8,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=134128
132536,BOL,1,,Preserved specimen,,146148,146148,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa filiformis,26429,(Suhr) K.Hering,Caulerpa,filiformis,,,,,,,,,,Unknown,,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Mpekweni near Peddie,0,,-33.45,27.22722,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/9/2021 0:00,,urn:uuid:4f3a34f9-e849-4831-b54b-f3c5b9f1f9c4,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=132536
133007,BOL,1,,Preserved specimen,133007,146632,146632,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora rugulosa,37900,G.Martens,Cladophora,rugulosa,,,,,,,,,,Unknown,,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Mpekweni near Peddie,0,,-33.45,27.22722,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,8/5/2022 13:03,,urn:uuid:d0d97df3-8083-4998-8767-e08860501d2f,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=133007
171181,BOL,1,,Preserved specimen,171181,189554,189554,Plantae,Spermatophyta,Eudicots,Fabales,Fabaceae,Aspalathus pedicellata,40066,Harv.,Aspalathus,pedicellata,,,"Stirton, CH",10/20/2017,,,,,,"Muasya, A.M.",,,2336,12/8/2002,2002,12,8,,,,,Rocky slopes,,"Creeper, fls yellowish.",,,,,,,,0,,,,,,,South Africa,Western Cape,Ceres,,,Matroosberg Nature Reserve near vlei on plateau towards Sonklip.,0,,-33.369889,19.677556,,,,,,,,,1925,1925,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,8/5/2022 13:03,,urn:uuid:762bcf66-5e5e-4fe2-b346-d2320ab8f43c,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=171181
133315,BOL,1,,Preserved specimen,,146947,146947,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium fragile subsp. capense,29457,P.C.Silva,Codium,fragile,subsp.,capense,,,,,,,,"Bolton, J.J.",,"Stegenga, H",s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Western Cape,,,,Yzerfontein NE of breakwater,0,,-33.36333,18.15,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/16/2021 0:00,,urn:uuid:c13f54e9-65bc-4e68-99bb-ddb3e78d84b7,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=133315
134391,BOL,1,,Preserved specimen,134391,148031,148031,,,,,,Chlorophyta,19802,,,,,,,,,,,,,"Bolton, J.J.",,"Stegenga, H",s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Western Cape,,,,Yzerfontein,0,,-33.36333,18.15,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,8/5/2022 13:03,,urn:uuid:6722632e-4150-4c1f-87d1-9828d979142e,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=134391
99651,BOL,1,,Preserved specimen,99651,109444,109444,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichum juniperinum,35759,Hedw.,Polytrichum,juniperinum,,,,,,,,,,"Hedderson, T.A.J.",,,13452,11/10/2000,2000,11,10,,,,,"DRIPPING WET, SANDSTONE CLIFFS IN SHALLOW GULLY. PATCHES ON MOIST SOIL.",,,,,,,,,,0,,,,,,,South Africa,Western Cape,,,,"GROOT SWARTBERG. SWARTBERG PASS ON R328. S. SIDE, JUST BELOW TOP OF PASS.",0,,-33.35139,22.05056,,,,,,,,,1600,1600,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,8/5/2022 13:03,,urn:uuid:05c1753f-61f8-4ca2-b8d8-9378dc804c13,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=99651
132417,BOL,1,,Preserved specimen,,146027,146027,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Bryopsidaceae,Bryopsis,33636,,,,,,,,,,,,,"Bolton, J.J.",,"Stegenga, H",s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Western Cape,,,,Yzerfontein Skaapeiland,0,,-33.35,18.14444,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/16/2021 0:00,,urn:uuid:39e6a02b-29bb-402a-925e-1b04dd936d2d,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=132417
133617,BOL,1,,Preserved specimen,133617,147251,147251,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Enteromorpha atroviridis,111473,(Levring) M.J.Wynne,Enteromorpha,atroviridis,,,,,,,,,,"Bolton, J.J.",,"Stegenga, H",s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Western Cape,,,,Yzerfontein  Skaapeiland,0,,-33.35,18.14444,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,8/5/2022 13:03,,urn:uuid:24441700-9b81-4bb5-9842-22ef882bb356,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=133617
133767,BOL,1,,Preserved specimen,,147403,147403,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Enteromorpha,107259,,,,,,,,,,,,,"Bolton, J.J.",,"Stegenga, H",s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Western Cape,,,,Yzerfontein Skaapeiland,0,,-33.35,18.14444,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/16/2021 0:00,,urn:uuid:65334c3d-c872-4cd4-b788-5260373aa789,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=133767
133768,BOL,1,,Preserved specimen,,147404,147404,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Enteromorpha,107259,,,,,,,,,,,,,"Bolton, J.J.",,"Stegenga, H",s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Western Cape,,,,Yzerfontein Skaapeiland,0,,-33.35,18.14444,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/16/2021 0:00,,urn:uuid:31875644-cbe4-4aea-bbdb-fe9db77feee7,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=133768
134221,BOL,1,,Preserved specimen,,147861,147861,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,33856,,,,,,,,,,,,,"Simons, R.H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Western Cape,,,,Schaapen Island,0,,-33.35,18.15,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/16/2021 0:00,,urn:uuid:4a0ffcc1-c770-46f5-b14a-737ab0cfff08,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=134221
134222,BOL,1,,Preserved specimen,,147862,147862,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,33856,,,,,,,,,,,,,"Simons, R.H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Western Cape,,,,Schaapen Island,0,,-33.35,18.15,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/16/2021 0:00,,urn:uuid:5a78ae71-6e4e-465a-8d13-bea2bef11486,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=134222
173973,BOL,1,,Preserved specimen,173973,203539,203539,Plantae,Spermatophyta,Monocots,Poales,Cyperaceae,Eleocharis plana,,S.T.Blake,,,,,,,,,,,,"Wilson, K.L.",,,5677,11/29/1983,1983,11,29,,,,,Occasional patches in shallow water & mud of small gravel pit at edge of Callitris forest.,,"Culms flattened, yellow-green to mid-green (cf. KLW 5676, E. pallens).",,,,,,,,0,,,,,,,AUSTRALIA,New South Wales,,,,"N edge of  Weelah State Forest, 24 km S of Condobolin - Forbes road on East Borambil - Girral road, Central Western Slopes. (33",0,,-33.35,147.2,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,6/27/2022 13:40,6/27/2022 13:40,,urn:uuid:3d342f8a-3a48-4c14-b1ea-e6a7d36db756,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=173973
99383,BOL,1,,Preserved specimen,99383,109163,109163,Plantae,Spermatophyta,Eudicots,Brassicales,Brassicaceae,Heliophila juncea,27430,(P.J.Bergius) Druce,Heliophila,juncea,,,"Winter, PJD",1/25/2017,,,,,,"Vlok, J.H.J.",,,18,12/17/1980,1980,12,17,,,,Resprouted after 1980 veldfire. Prote/Restio veld.,In sandy places on dry N. slopes.,,Fls pink.,,,,,,,,0,,,,,,,South Africa,Western Cape,Prince Albert,,,"Swartberg,  N. slopes.",0,,-33.33528,22.00139,,,,,,,,,4800,4800,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,8/5/2022 13:03,,urn:uuid:9cd0e03d-3e15-4b1e-8062-4b1ac20be38b,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=99383
101052,BOL,1,,Preserved specimen,,110889,110889,Plantae,Spermatophyta,Monocots,Poales,Poaceae,Pentameris aurea subsp. pilosogluma,30660,(McClean) Galley & H.P.Linder,Pentameris,aurea,subsp.,pilosogluma,,,,,,,,"Verboom, G.A.",,,260,3/20/1999,1999,3,20,79,,,,Moist SE facing gulley. Mesic Fynbos on sandstones. Post flowering. (DNA leaf sample).,,,,,,,,,,0,,,,,,,South Africa,Western Cape,,,,"Oudsthoorn Dist., Groot Swartberg, path from De Hoek to Tierberg.",0,,-33.31972,22.19555,,,,,,,,,1600,1600,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/16/2021 0:00,,urn:uuid:618b6e26-f201-4bb7-b65b-94a75a9ac593,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=101052
98944,BOL,1,,Preserved specimen,,108719,108719,Plantae,Spermatophyta,Eudicots,Brassicales,Brassicaceae,Heliophila arenaria var. acocksii,32148,Marais,Heliophila,arenaria,var.,acocksii,,,,,Flowering time: July to September.,,,"Bremer, K.",,,292,10/7/1972,1972,10,7,281,,,,SANDY GROUND.,,,,,,,,,,0,,,,,,,South Africa,Western Cape,,,,"LAINGBURG DIV., BETWEEN ELANDSFONTEIN AND WITWATER, AT FOOT OF WITTEBERG",0,,-33.3,20.41667,,,,,,,,,1000,1000,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/16/2021 0:00,,urn:uuid:5cf958e5-eb4b-4186-90a5-bb1388d415f0,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=98944
132367,BOL,1,,Preserved specimen,,145977,145977,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Bryopsidaceae,Bryopsis plumosa,37832,(Huds.) C.Agardh,Bryopsis,plumosa,,,,,,,,cf.,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Hamburg Keiskammapunt,0,,-33.28028,27.4975,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/9/2021 0:00,,urn:uuid:bc88a54a-519f-4bc8-b38f-e3b943a36eb0,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=132367
132368,BOL,1,,Preserved specimen,,145978,145978,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Bryopsidaceae,Bryopsis plumosa,37832,(Huds.) C.Agardh,Bryopsis,plumosa,,,,,,,,,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Keiskamma Point,0,,-33.28028,27.4975,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/9/2021 0:00,,urn:uuid:1ea3ac4e-7acd-4471-995f-7750a488ecf8,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=132368
133274,BOL,1,,Preserved specimen,,146905,146905,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium extricatum,26561,P.C.Silva,Codium,extricatum,,,,,,,,cf.,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Hamburg Keiskammapunt,0,,-33.28028,27.4975,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/9/2021 0:00,,urn:uuid:3243bd40-bf44-4664-ae30-65895408a563,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=133274
133460,BOL,1,,Preserved specimen,133460,147094,147094,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium stephensiae,26572,C.I.Dickinson,Codium,stephensiae,,,,,,,,,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Hamburg  Keiskammapunt,0,,-33.28028,27.4975,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,8/5/2022 13:03,,urn:uuid:a4224b02-34a6-4c65-a295-58512e013215,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=133460
134203,BOL,1,,Preserved specimen,,147843,147843,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,33856,,,,,,,,,,,,,"Stegenga, H.",,,s.n.,,,,,,,,,,,,,,,,,,,0,,,,,,,South Africa,Eastern Cape,Hogsback,,,Hamburg Keiskammapunt,0,,-33.28028,27.4975,,,,,,,,,0,0,,,,,,,,,,,unprocessed,,admin,,8/5/2022 13:03,11/11/2021 0:00,,urn:uuid:dec002e0-7004-414b-a612-b9968b62a3dc,http://test.adu.org.za/symbiota/collections/individual/index.php?occid=134203
